"","ID","Reason for absence","Month of absence","Day of the week","Seasons","Transportation expense","Distance from Residence to Work","Service time","Age","Work load Average/day","Hit target","Disciplinary failure","Education","Son","Social drinker","Social smoker","Pet","Weight","Height","predictions_DT_future"
"366",5,"26","1","2","2",0.433333333333333,0.319148936170213,0.428571428571429,0.516129032258065,0.903943612745384,1,"0","1","1","1","0","0",0.961538461538462,0.121212121212121,0.484375
"583",11,"13","1","4","2",0.633333333333333,0.659574468085106,0.428571428571429,0.193548387096774,0.783589153608668,0.692307692307692,"0","1","2","1","0","1",0.653846153846154,0.272727272727273,0.364375
"131",11,"18","1","3","2",0.633333333333333,0.659574468085106,0.428571428571429,0.193548387096774,0.747626259684278,0.615384615384615,"0","1","2","1","0","1",0.653846153846154,0.272727272727273,0.364375
"137",11,"22","1","5","2",0.633333333333333,0.659574468085106,0.428571428571429,0.193548387096774,0.747626259684278,0.615384615384615,"0","1","2","1","0","1",0.653846153846154,0.272727272727273,0.484375
"364",11,"26","1","2","2",0.633333333333333,0.659574468085106,0.428571428571429,0.193548387096774,0.903943612745384,1,"0","1","2","1","0","1",0.653846153846154,0.272727272727273,0.484375
"117",14,"18","1","3","2",0.137037037037037,0.148936170212766,0.464285714285714,0.225806451612903,0.747626259684278,0.769230769230769,"0","1","2","1","0","0",0.75,1,0.364375
"580",14,"18","1","3","2",0.137037037037037,0.148936170212766,0.464285714285714,0.225806451612903,0.783589153608668,0.692307692307692,"0","1","2","1","0","0",0.75,1,0.364375
"361",14,"23","1","2","2",0.137037037037037,0.148936170212766,0.464285714285714,0.225806451612903,0.903943612745384,1,"0","1","2","1","0","0",0.75,1,0.168188202247191
"363",14,"23","1","3","2",0.137037037037037,0.148936170212766,0.464285714285714,0.225806451612903,0.903943612745384,1,"0","1","2","1","0","0",0.75,1,0.168188202247191
"365",15,"3","1","4","2",0.640740740740741,0.553191489361702,0.392857142857143,0.419354838709677,0.903943612745384,1,"0","1","1","1","0","1",0.326923076923077,0.242424242424242,0.484375
"578",17,"18","1","6","2",0.225925925925926,0.361702127659574,0.571428571428571,0.419354838709677,0.783589153608668,0.692307692307692,"0","2","2","0","1","0",0.134615384615385,0.212121212121212,0.364375
"573",17,"25","1","5","2",0.225925925925926,0.361702127659574,0.571428571428571,0.419354838709677,0.783589153608668,0.692307692307692,"0","2","2","0","1","0",0.134615384615385,0.212121212121212,0.168188202247191
"574",17,"25","1","6","2",0.225925925925926,0.361702127659574,0.571428571428571,0.419354838709677,0.783589153608668,0.692307692307692,"0","2","2","0","1","0",0.134615384615385,0.212121212121212,0.168188202247191
"576",17,"25","1","4","2",0.225925925925926,0.361702127659574,0.571428571428571,0.419354838709677,0.783589153608668,0.692307692307692,"0","2","2","0","1","0",0.134615384615385,0.212121212121212,0.168188202247191
"571",22,"12","1","2","2",0.225925925925926,0.446808510638298,0.285714285714286,0.0967741935483871,0.783589153608668,0.692307692307692,"0","3","0","0","0","0",0,0.242424242424242,0.364375
"572",22,"12","1","5","2",0.225925925925926,0.446808510638298,0.285714285714286,0.0967741935483871,0.783589153608668,0.692307692307692,"0","3","0","0","0","0",0,0.242424242424242,0.364375
"575",22,"13","1","2","2",0.225925925925926,0.446808510638298,0.285714285714286,0.0967741935483871,0.783589153608668,0.692307692307692,"0","3","0","0","0","0",0,0.242424242424242,0.364375
"130",22,"18","1","3","2",0.225925925925926,0.446808510638298,0.285714285714286,0.0967741935483871,0.747626259684278,0.615384615384615,"0","3","0","0","0","0",0,0.242424242424242,0.364375
"579",22,"27","1","2","2",0.225925925925926,0.446808510638298,0.285714285714286,0.0967741935483871,0.783589153608668,0.692307692307692,"0","3","0","0","0","0",0,0.242424242424242,0.168188202247191
"581",22,"27","1","4","2",0.225925925925926,0.446808510638298,0.285714285714286,0.0967741935483871,0.783589153608668,0.692307692307692,"0","3","0","0","0","0",0,0.242424242424242,0.168188202247191
"119",27,"23","1","5","2",0.244444444444444,0.787234042553192,0.214285714285714,0,0.747626259684278,0.615384615384615,"0","1","0","0","0","0",0.101033646932607,0.121212121212121,0.168188202247191
"133",27,"23","1","5","2",0.244444444444444,0.787234042553192,0.214285714285714,0,0.54957913438574,0.615384615384615,"0","1","0","0","0","0",0.0384615384615385,0.242424242424242,0.168188202247191
"114",28,"23","1","4","2",0.396296296296296,0.446808510638298,0.285714285714286,0.032258064516129,0.831675598532067,0.615384615384615,"0","1","1","0","0","2",0.25,0.181818181818182,0.168188202247191
"136",28,"23","1","3","2",0.396296296296296,0.446808510638298,0.285714285714286,0.032258064516129,0.747626259684278,0.615384615384615,"0","1","1","0","0","2",0.25,0.181818181818182,0.168188202247191
"359",28,"23","1","4","2",0.396296296296296,0.446808510638298,0.285714285714286,0.032258064516129,0.903943612745384,1,"0","1","1","0","0","2",0.25,0.181818181818182,0.168188202247191
"118",28,"27","1","4","2",0.396296296296296,0.446808510638298,0.285714285714286,0.032258064516129,0.747626259684278,0.615384615384615,"0","1","1","0","0","2",0.25,0.181818181818182,0.168188202247191
"121",28,"27","1","6","2",0.396296296296296,0.446808510638298,0.285714285714286,0.032258064516129,0.747626259684278,0.615384615384615,"0","1","1","0","0","2",0.25,0.181818181818182,0.168188202247191
"123",28,"27","1","3","2",0.396296296296296,0.446808510638298,0.285714285714286,0.032258064516129,0.747626259684278,0.615384615384615,"0","1","1","0","0","2",0.25,0.181818181818182,0.168188202247191
"120",28,"28","1","5","2",0.396296296296296,0.446808510638298,0.285714285714286,0.032258064516129,0.747626259684278,0.615384615384615,"0","1","1","0","0","2",0.25,0.181818181818182,0.168188202247191
"577",32,"10","1","5","2",0.633333333333333,0.914893617021277,1,0.709677419354839,0.783589153608668,0.692307692307692,"0","1","0","0","0","2",1,0.272727272727273,0.275390625
"115",34,"19","1","2","2",0,0.106382978723404,0.321428571428571,0.32258064516129,0.747626259684278,0.615384615384615,"0","1","0","0","0","0",0.519230769230769,0.272727272727274,0.275390625
"360",34,"19","1","2","2",0,0.106382978723404,0.321428571428571,0.32258064516129,0.903943612745384,1,"0","1","0","0","0","0",0.519230769230769,0.272727272727273,0.275390625
"116",34,"27","1","3","2",0,0.106382978723404,0.321428571428572,0.32258064516129,0.747626259684278,0.615384615384615,"0","1","0","0","0","0",0.519230769230769,0.272727272727273,0.168188202247191
"122",34,"27","1","2","2",0,0.106382978723404,0.321428571428571,0.32258064516129,0.747626259684278,0.615384615384615,"0","1","0","0","0","0",0.519230769230769,0.272727272727273,0.168188202247191
"124",34,"27","1","3","2",0,0.106382978723404,0.321428571428571,0.32258064516129,0.747626259684278,0.615384615384615,"0","1","0","0","0","0",0.519230769230769,0.272727272727273,0.168188202247191
"125",34,"27","1","4","2",0,0.106382978723404,0.321428571428571,0.32258064516129,0.747626259684278,0.615384615384615,"0","1","0","0","0","0",0.519230769230769,0.272727272727273,0.168188202247191
"126",34,"27","1","5","2",0,0.106382978723404,0.321428571428571,0.32258064516129,0.747626259684278,0.615384615384615,"0","1","0","0","0","0",0.519230769230769,0.272727272727273,0.168188202247191
"127",34,"27","1","6","2",0,0.106382978723404,0.321428571428571,0.32258064516129,0.747626259684278,0.615384615384615,"0","1","0","0","0","0",0.519230769230769,0.272727272727273,0.168188202247191
"128",34,"27","1","2","2",0,0.106382978723404,0.321428571428571,0.32258064516129,0.747626259684278,0.615384615384615,"0","1","0","0","0","0",0.519230769230769,0.272727272727273,0.168188202247191
"129",34,"27","1","3","2",0,0.106382978723404,0.321428571428571,0.32258064516129,0.747626259684278,0.615384615384615,"0","1","0","0","0","0",0.519230769230769,0.272727272727273,0.168188202247191
"132",34,"27","1","4","2",0,0.106382978723404,0.321428571428571,0.32258064516129,0.747626259684278,0.615384615384615,"0","1","0","0","0","0",0.519230769230769,0.272727272727273,0.168188202247191
"134",34,"27","1","5","2",0,0.106382978723404,0.321428571428571,0.32258064516129,0.747626259684278,0.615384615384615,"0","1","0","0","0","0",0.519230769230769,0.272727272727273,0.168188202247191
"135",34,"27","1","2","2",0,0.106382978723404,0.321428571428571,0.32258064516129,0.747626259684278,0.615384615384615,"0","1","0","0","0","0",0.519230769230769,0.272727272727273,0.168188202247191
"367",36,"26","1","2","2",0,0.170212765957447,0.607142857142857,0.741935483870968,0.903943612745384,1,"0","1","1","1","0","0",0.807692307692308,0.454545454545455,0.275390625
"378",3,"10","2","5","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.334224092736063,0.692307692307692,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.484375
"140",3,"11","2","4","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.703879536319683,0.923076923076923,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.364375
"586",3,"13","2","3","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.424739325449991,0.769230769230769,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.364375
"607",3,"13","2","5","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.424739325449991,0.769230769230769,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.364375
"375",3,"23","2","6","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.334224092736063,0.692307692307692,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.168188202247191
"371",3,"27","2","4","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.334224092736063,0.692307692307692,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.168188202247191
"376",3,"27","2","2","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.334224092736063,0.692307692307692,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.168188202247191
"377",3,"27","2","4","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.334224092736063,0.692307692307692,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.168188202247191
"380",3,"27","2","6","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.334224092736063,0.692307692307692,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.168188202247191
"382",3,"27","2","2","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.334224092736063,0.692307692307692,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.168188202247191
"386",3,"27","2","4","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.334224092736063,0.692307692307692,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.168188202247191
"387",3,"27","2","6","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.334224092736063,0.692307692307692,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.168188202247191
"389",3,"27","2","4","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.334224092736063,0.692307692307692,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.168188202247191
"390",3,"27","2","6","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.334224092736063,0.692307692307692,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.168188202247191
"589",3,"27","2","4","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.424739325449991,0.769230769230769,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.168188202247191
"591",3,"27","2","5","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.424739325449991,0.769230769230769,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.168188202247191
"594",3,"27","2","6","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.424739325449991,0.769230769230769,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.168188202247191
"596",3,"27","2","2","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.424739325449991,0.769230769230769,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.168188202247191
"598",3,"27","2","4","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.424739325449991,0.769230769230769,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.168188202247191
"599",3,"27","2","5","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.424739325449991,0.769230769230769,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.168188202247191
"603",3,"27","2","6","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.424739325449991,0.769230769230769,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.168188202247191
"606",3,"27","2","4","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.424739325449991,0.769230769230769,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.168188202247191
"608",3,"27","2","6","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.424739325449991,0.769230769230769,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.168188202247191
"611",3,"27","2","2","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.424739325449991,0.769230769230769,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.168188202247191
"613",3,"27","2","3","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.424739325449991,0.769230769230769,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.168188202247191
"616",3,"27","2","4","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.424739325449991,0.769230769230769,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.168188202247191
"617",3,"27","2","5","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.424739325449991,0.769230769230769,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.168188202247191
"155",6,"19","2","5","2",0.262962962962963,0.51063829787234,0.428571428571429,0.193548387096774,0.703879536319683,0.923076923076923,"0","1","2","0","0","2",0.25,0.121212121212121,0.484375
"142",6,"23","2","5","2",0.262962962962963,0.51063829787234,0.428571428571429,0.193548387096774,0.703879536319683,0.923076923076923,"0","1","2","0","0","2",0.25,0.121212121212121,0.168188202247191
"381",6,"0","2","2","2",0.262962962962963,0.51063829787234,0.428571428571429,0.193548387096774,0.334224092736063,0.692307692307692,"0","1","2","0","0","2",0.25,0.121212121212121,0.168188202247191
"144",11,"22","2","6","2",0.633333333333333,0.659574468085106,0.428571428571429,0.193548387096774,0.703879536319683,0.923076923076923,"0","1","2","1","0","1",0.653846153846154,0.272727272727273,0.484375
"373",11,"22","2","6","2",0.633333333333333,0.659574468085106,0.428571428571429,0.193548387096774,0.334224092736063,0.692307692307692,"0","1","2","1","0","1",0.653846153846154,0.272727272727273,0.484375
"604",12,"12","2","4","2",0.425925925925926,0.978723404255319,0,0.129032258064516,0.424739325449991,0.769230769230769,"0","2","1","1","0","8",0.230769230769231,0.454545454545455,0.364375
"595",12,"19","2","2","2",0.425925925925926,0.978723404255319,0,0.129032258064516,0.424739325449991,0.769230769230769,"0","2","1","1","0","8",0.230769230769231,0.454545454545455,0.484375
"609",14,"25","2","2","2",0.137037037037037,0.148936170212766,0.464285714285714,0.225806451612903,0.424739325449991,0.769230769230769,"0","1","2","1","0","0",0.75,1,0.168188202247191
"141",14,"28","2","5","2",0.137037037037037,0.148936170212766,0.464285714285714,0.225806451612903,0.703879536319683,0.923076923076923,"0","1","2","1","0","0",0.75,1,0.168188202247191
"384",15,"23","2","3","2",0.640740740740741,0.553191489361702,0.392857142857143,0.419354838709677,0.334224092736063,0.692307692307692,"0","1","1","1","0","1",0.326923076923077,0.242424242424242,0.168188202247191
"602",17,"23","2","6","2",0.225925925925926,0.361702127659574,0.571428571428571,0.419354838709677,0.424739325449991,0.769230769230769,"0","2","2","0","1","0",0.134615384615385,0.212121212121212,0.168188202247191
"152",18,"18","2","2","2",0.785185185185185,0.234042553191489,0.107142857142857,0.032258064516129,0.703879536319683,0.923076923076923,"0","2","0","0","0","0",0.538461538461538,0.575757575757576,0.364375
"153",18,"23","2","3","2",0.785185185185185,0.234042553191489,0.107142857142857,0.032258064516129,0.703879536319683,0.923076923076923,"0","2","0","0","0","0",0.538461538461538,0.575757575757576,0.325
"143",20,"28","2","6","2",0.525925925925926,0.957446808510638,0.357142857142857,0.290322580645161,0.703879536319683,0.923076923076923,"0","1","4","1","0","0",0.173076923076923,0.151515151515152,0.168188202247191
"374",20,"1","2","6","2",0.525925925925926,0.957446808510638,0.357142857142857,0.290322580645161,0.334224092736063,0.692307692307692,"0","1","4","1","0","0",0.173076923076923,0.151515151515152,0.484375
"601",22,"13","2","5","2",0.225925925925926,0.446808510638298,0.285714285714286,0.0967741935483871,0.424739325449991,0.769230769230769,"0","3","0","0","0","0",0,0.242424242424242,0.364375
"149",22,"23","2","3","2",0.225925925925926,0.446808510638298,0.285714285714286,0.0967741935483871,0.703879536319683,0.923076923076923,"0","3","0","0","0","0",0,0.242424242424242,0.168188202247191
"592",22,"27","2","5","2",0.225925925925926,0.446808510638298,0.285714285714286,0.0967741935483871,0.424739325449991,0.769230769230769,"0","3","0","0","0","0",0,0.242424242424242,0.168188202247191
"605",22,"27","2","4","2",0.225925925925926,0.446808510638298,0.285714285714286,0.0967741935483871,0.424739325449991,0.769230769230769,"0","3","0","0","0","0",0,0.242424242424242,0.168188202247191
"139",24,"1","2","4","2",0.474074074074074,0.425531914893617,0.535714285714286,0.451612903225806,0.703879536319683,0.923076923076923,"0","1","0","1","0","0",0.211538461538462,0.212121212121212,0.484375
"388",24,"10","2","6","2",0.474074074074074,0.425531914893617,0.535714285714286,0.451612903225806,0.334224092736063,0.692307692307692,"0","1","0","1","0","0",0.211538461538462,0.212121212121212,0.484375
"383",24,"23","2","3","2",0.474074074074074,0.425531914893617,0.535714285714286,0.451612903225806,0.334224092736063,0.692307692307692,"0","1","0","1","0","0",0.211538461538462,0.212121212121212,0.168188202247191
"379",24,"26","2","5","2",0.474074074074074,0.425531914893617,0.535714285714286,0.451612903225806,0.334224092736063,0.692307692307692,"0","1","0","1","0","0",0.211538461538462,0.212121212121212,0.484375
"610",25,"25","2","2","2",0.433333333333333,0.234042553191489,0.25,0.161290322580645,0.424739325449991,0.769230769230769,"0","3","0","0","0","0",0.365384615384615,0.454545454545455,0.168188202247191
"618",25,"25","2","6","2",0.433333333333333,0.234042553191489,0.25,0.161290322580645,0.424739325449991,0.769230769230769,"0","3","0","0","0","0",0.365384615384615,0.454545454545455,0.168188202247191
"138",27,"23","2","6","2",0.244444444444444,0.787234042553192,0.214285714285714,0,0.703879536319683,0.923076923076923,"0","1","1","0","0","0",0.0384615384615385,0.121212121212121,0.168188202247191
"150",27,"23","2","3","2",0.244444444444444,0.787234042553192,0.214285714285714,0,0.703879536319683,0.923076923076923,"0","1","0","0","0","0",0.0384615384615385,0.121212121212121,0.168188202247191
"372",28,"7","2","4","2",0.396296296296296,0.446808510638298,0.285714285714286,0.032258064516129,0.334224092736063,0.692307692307692,"0","1","1","0","0","2",0.25,0.181818181818182,0.275390625
"597",28,"7","2","3","2",0.396296296296296,0.446808510638298,0.285714285714286,0.032258064516129,0.424739325449991,0.769230769230769,"0","1","1","0","0","2",0.25,0.181818181818182,0.275390625
"612",28,"7","2","2","2",0.396296296296296,0.446808510638298,0.285714285714286,0.032258064516129,0.424739325449991,0.769230769230769,"0","1","1","0","0","2",0.25,0.181818181818182,0.275390625
"148",28,"23","2","3","2",0.396296296296296,0.446808510638298,0.285714285714286,0.032258064516129,0.703879536319683,0.923076923076923,"0","1","1","0","0","2",0.25,0.181818181818182,0.168188202247191
"154",28,"23","2","4","2",0.396296296296296,0.446808510638298,0.285714285714286,0.032258064516129,0.703879536319683,0.923076923076923,"0","1","1","0","0","2",0.25,0.181818181818182,0.168188202247191
"587",28,"23","2","3","2",0.396296296296296,0.446808510638298,0.285714285714286,0.032258064516129,0.424739325449991,0.769230769230769,"0","1","1","0","0","2",0.25,0.181818181818182,0.168188202247191
"151",28,"25","2","5","2",0.396296296296296,0.446808510638298,0.285714285714286,0.032258064516129,0.703879536319683,0.923076923076923,"0","1","1","0","0","2",0.25,0.181818181818182,0.168188202247191
"600",28,"25","2","5","2",0.396296296296296,0.446808510638298,0.285714285714286,0.032258064516129,0.424739325449991,0.769230769230769,"0","1","1","0","0","2",0.25,0.181818181818182,0.168188202247191
"615",28,"25","2","3","2",0.396296296296296,0.446808510638298,0.285714285714286,0.032258064516129,0.424739325449991,0.769230769230769,"0","1","1","0","0","2",0.25,0.181818181818182,0.168188202247191
"147",28,"28","2","2","2",0.396296296296296,0.446808510638298,0.285714285714286,0.032258064516129,0.703879536319683,0.923076923076923,"0","1","1","0","0","2",0.25,0.181818181818182,0.168188202247191
"590",28,"28","2","5","2",0.396296296296296,0.446808510638298,0.285714285714286,0.032258064516129,0.424739325449991,0.769230769230769,"0","1","1","0","0","2",0.25,0.181818181818182,0.168188202247191
"593",29,"28","2","6","2",0.396296296296296,0.212765957446809,0.5,0.451612903225806,0.424739325449991,0.769230769230769,"0","4","2","1","0","2",0.730769230769231,0.575757575757576,0.168188202247191
"385",30,"11","2","4","2",0.144444444444444,0.468085106382979,0.178571428571429,0.0645161290322581,0.334224092736063,0.692307692307692,"0","1","0","1","1","0",0.365384615384615,0.666666666666667,0.481617647058824
"146",31,"1","2","3","2",1,0.212765957446809,0.285714285714286,0.741935483870968,0.703879536319683,0.923076923076923,"0","1","0","0","0","0",0.384615384615385,0.454545454545455,0.481617647058824
"145",31,"11","2","2","2",1,0.212765957446809,0.285714285714286,0.741935483870968,0.703879536319683,0.923076923076923,"0","1","0","0","0","0",0.384615384615385,0.454545454545455,0.481617647058824
"588",33,"1","2","4","2",0.481481481481481,0.425531914893617,0.464285714285714,0.645161290322581,0.424739325449991,0.769230769230769,"0","1","2","0","0","1",0.576923076923077,0.0606060606060606,0.481617647058824
"614",33,"23","2","3","2",0.481481481481481,0.425531914893617,0.464285714285714,0.645161290322581,0.424739325449991,0.769230769230769,"0","1","2","0","0","1",0.576923076923077,0.0606060606060606,0.168188202247191
"370",34,"28","2","3","2",0,0.106382978723404,0.321428571428571,0.32258064516129,0.334224092736063,0.692307692307692,"0","1","0","0","0","0",0.519230769230769,0.272727272727273,0.168188202247191
"406",1,"0","3","5","3",0.433333333333333,0.127659574468085,0.464285714285714,0.32258064516129,0.280115920079222,0.846153846153846,"1","3","1","0","0","1",0.615384615384615,0.272727272727273,0.0368589743589744
"402",1,"21","3","5","2",0.433333333333333,0.127659574468085,0.464285714285714,0.32258064516129,0.280115920079222,0.846153846153846,"0","3","1","0","0","1",0.615384615384615,0.272727272727273,0.364375
"396",1,"22","3","2","2",0.433333333333333,0.127659574468085,0.464285714285714,0.32258064516129,0.280115920079222,0.846153846153846,"0","3","1","0","0","1",0.615384615384615,0.272727272727273,0.484375
"635",3,"10","3","2","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.118534106133861,0.923076923076923,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.484375
"174",3,"13","3","3","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,1,0.615384615384615,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.364375
"180",3,"13","3","4","3",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,1,0.615384615384615,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.364375
"631",3,"13","3","3","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.118534106133861,0.923076923076923,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.364375
"619",3,"27","3","2","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.118534106133861,0.923076923076923,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.168188202247191
"624",3,"27","3","4","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.118534106133861,0.923076923076923,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.168188202247191
"626",3,"27","3","5","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.118534106133861,0.923076923076923,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.168188202247191
"632",3,"27","3","4","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.118534106133861,0.923076923076923,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.168188202247191
"633",3,"27","3","5","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.118534106133861,0.923076923076923,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.168188202247191
"637",3,"27","3","2","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.118534106133861,0.923076923076923,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.168188202247191
"639",3,"27","3","3","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.118534106133861,0.923076923076923,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.168188202247191
"642",3,"27","3","4","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.118534106133861,0.923076923076923,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.168188202247191
"644",3,"27","3","5","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.118534106133861,0.923076923076923,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.168188202247191
"646",3,"27","3","6","2",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.118534106133861,0.923076923076923,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.168188202247191
"647",3,"27","3","3","3",0.225925925925926,0.978723404255319,0.607142857142857,0.354838709677419,0.118534106133861,0.923076923076923,"0","1","0","1","0","0",0.634615384615385,0.212121212121212,0.168188202247191
